,x,y,z,global,local
34,-0.697702,-0.716039,0.180979,38,34
35,-0.663037,-0.749949,0.238451,38,35
36,-0.804057,-0.604752,0.033393,38,36
37,-0.806511,-0.602976,0.026847,38,37
38,-0.697317,-0.699251,0.249667,38,38
39,-0.697134,-0.691259,0.282365,38,39
40,-0.790362,-0.528806,0.410289,38,40
41,-0.785065,-0.530134,0.434351,38,41
42,-0.763634,-0.581208,0.35051,38,42
43,-0.761739,-0.58375,0.350925,38,43
44,-0.928766,-0.398222,0.161785,38,44
45,-0.922769,-0.402213,0.179162,38,45
46,-0.765474,-0.685874,-0.074608,38,46
47,-0.763349,-0.698648,-0.113493,38,47
48,-0.741872,-0.652333,0.189014,38,48
49,-0.744194,-0.645949,0.20147,38,49
50,-0.784888,-0.586345,0.212487,38,50
51,-0.784772,-0.586406,0.212887,38,51
52,-0.787085,-0.672331,-0.140559,38,52
53,-0.787649,-0.671978,-0.14228,38,53
54,-0.655706,-0.770751,0.196564,38,54
55,-0.600083,-0.843217,0.217206,38,55
0,0.78981,-0.08026,-0.612175,33,0
1,0.755433,-0.128556,-0.658915,33,1
2,0.752096,-0.058875,-0.668035,33,2
3,0.738922,-0.051405,-0.687547,33,3
4,0.750895,0.011564,-0.674112,33,4
5,0.747726,0.197411,-0.690145,33,5
6,0.843969,-0.092231,-0.533113,33,6
7,0.919134,-0.288053,-0.412345,33,7
8,0.853995,-0.159695,-0.514457,33,8
9,0.85464,-0.164033,-0.513257,33,9
10,0.814532,-0.177234,-0.570448,33,10
11,0.802291,-0.182674,-0.587815,33,11
12,0.894221,-0.159364,-0.456303,33,12
13,0.932471,-0.159049,-0.401005,33,13
14,0.777269,-0.207294,-0.622485,33,14
15,0.744725,-0.233547,-0.667933,33,15
16,0.75811,0.081639,-0.667995,33,16
17,0.763316,0.132208,-0.663582,33,17
18,0.913277,-0.095498,-0.43268,33,18
19,0.945991,0.014144,-0.392123,33,19
20,0.84909,0.019617,-0.532599,33,20
21,0.896122,0.114513,-0.470428,33,21
22,0.886811,0.047665,-0.479775,33,22
23,0.957739,0.100405,-0.380449,33,23
24,0.90812,0.109442,-0.452765,33,24
25,0.912377,0.121784,-0.447369,33,25
26,0.711879,-0.058889,-0.726195,33,26
27,0.710489,-0.05889,-0.728205,33,27
28,0.699653,0.007271,-0.747953,33,28
29,0.696148,0.026238,-0.75419,33,29
30,0.829505,-0.241421,-0.544838,33,30
31,0.835772,-0.268285,-0.53412,33,31
32,0.740853,-0.127643,-0.680057,33,32
33,0.738175,-0.144026,-0.682921,33,33
34,0.688779,-0.118749,-0.755915,33,34
35,0.673336,-0.158764,-0.775782,33,35
36,0.939288,-0.039314,-0.398523,33,36
37,0.953578,-0.00845,-0.37976,33,37
38,0.69811,0.077659,-0.754521,33,38
39,0.698025,0.081529,-0.754882,33,39
40,0.741148,-0.241694,-0.672604,33,40
41,0.73583,-0.246758,-0.679981,33,41
42,0.956656,0.025903,-0.377425,33,42
43,0.966901,0.064374,-0.364979,33,43
44,0.90362,-0.227157,-0.438533,33,44
45,0.914303,-0.304207,-0.418336,33,45
46,0.706242,0.147503,-0.747064,33,46
47,0.711413,0.191907,-0.742323,33,47
48,0.885913,-0.292116,-0.460138,33,48
49,0.88544,-0.293853,-0.460716,33,49
50,0.802746,0.025246,-0.599968,33,50
51,0.799713,0.034734,-0.604939,33,51
52,0.677439,-0.187476,-0.768079,33,52
53,0.673718,-0.210031,-0.77207,33,53
54,0.771312,0.149487,-0.653083,33,54
55,0.779895,0.193598,-0.643387,33,55
0,-0.759582,-0.651365,-0.061314,40,0
1,-0.764296,-0.646266,-0.069163,40,1
2,-0.681063,-0.735562,0.010049,40,2
3,-0.567939,-0.856159,0.054621,40,3
4,-0.788281,-0.620217,-0.117938,40,4
5,-0.823435,-0.582065,-0.187296,40,5
6,-0.733897,-0.680124,0.061863,40,6
7,-0.745679,-0.669266,0.196953,40,7
8,-0.782392,-0.628666,0.06244,40,8
9,-0.868165,-0.537651,0.063461,40,9
10,-0.820637,-0.588613,0.106407,40,10
11,-0.835509,-0.573039,0.123503,40,11
12,-0.764965,-0.644203,-0.180236,40,12
13,-0.754829,-0.65463,-0.207317,40,13
14,-0.710121,-0.706103,0.12318,40,14
15,-0.690549,-0.727489,0.173657,40,15
16,-0.726019,-0.685015,-0.222869,40,16
17,-0.68541,-0.72757,-0.267323,40,17
18,-0.818349,-0.588989,-0.062074,40,18
19,-0.833779,-0.572963,-0.033405,40,19
20,-0.677563,-0.736397,-0.226324,40,20
21,-0.670474,-0.743914,-0.22683,40,21
22,-0.865635,-0.538622,-0.077146,40,22
23,-0.871293,-0.532596,-0.078949,40,23
24,-0.633491,-0.786209,0.023154,40,24
25,-0.540297,-0.885424,0.048826,40,25
26,-0.608037,-0.812484,-0.037359,40,26
27,-0.573707,-0.847923,-0.118974,40,27
28,-0.559936,-0.863414,-0.046974,40,28
29,-0.523733,-0.901747,-0.054212,40,29
30,-0.617504,-0.803985,0.0897,40,30
31,-0.613221,-0.808748,0.10753,40,31
32,-0.787361,-0.624549,0.15741,40,32
33,-0.782391,-0.629916,0.165028,40,33
34,-0.626427,-0.792173,-0.102545,40,34
35,-0.634576,-0.783173,-0.131431,40,35
36,-0.75765,-0.656756,0.212907,40,36
37,-0.755362,-0.659237,0.217182,40,37
38,-0.627455,-0.794269,0.15903,40,38
39,-0.630267,-0.791524,0.178619,40,39
40,-0.547509,-0.877433,0.021209,40,40
41,-0.543773,-0.881647,0.041703,40,41
42,-0.67925,-0.735468,-0.15564,40,42
43,-0.679284,-0.735449,-0.154206,40,43
44,-0.82063,-0.585251,-0.170196,40,44
45,-0.836008,-0.568628,-0.19504,40,45
46,-0.725282,-0.691743,0.265139,40,46
47,-0.712216,-0.705866,0.286223,40,47
48,-0.861576,-0.544712,0.069034,40,48
49,-0.88691,-0.517544,0.045905,40,49
50,-0.903456,-0.499838,0.033928,40,50
51,-0.906015,-0.497097,0.031783,40,51
52,-0.734781,-0.67487,-0.292298,40,52
53,-0.735823,-0.673664,-0.300553,40,53
54,-0.668968,-0.750666,0.196116,40,54
55,-0.674499,-0.744856,0.201057,40,55
56,-0.611727,-0.806951,-0.170114,40,56
57,-0.608782,-0.809911,-0.183649,40,57
0,-0.646779,0.765898,0.00879,16,0
1,-0.558831,0.853903,-0.056763,16,1
2,-0.595694,0.814514,0.013968,16,2
3,-0.55613,0.852166,0.017979,16,3
4,-0.5698,0.835704,0.076262,16,4
5,-0.505844,0.888043,0.230124,16,5
6,-0.594376,0.819854,-0.056528,16,6
7,-0.593257,0.82439,-0.116402,16,7
8,-0.725656,0.685573,0.091726,16,8
9,-0.768642,0.640826,0.153715,16,9
10,-0.769814,0.645488,0.053735,16,10
11,-0.772982,0.642612,0.051009,16,11
12,-0.687692,0.719069,0.141089,16,12
13,-0.682552,0.723603,0.147772,16,13
14,-0.717633,0.687184,0.196649,16,14
15,-0.740422,0.662917,0.238936,16,15
16,-0.562637,0.838497,0.146553,16,16
17,-0.553727,0.84197,0.233985,16,17
18,-0.636217,0.782269,-0.099385,16,18
19,-0.660794,0.760193,-0.124558,16,19
20,-0.686761,0.734642,-0.11269,16,20
21,-0.708591,0.714072,-0.118436,16,21
22,-0.736708,0.687843,-0.130442,16,22
23,-0.800521,0.628053,-0.153123,16,23
24,-0.677305,0.747679,-0.181542,16,24
25,-0.672801,0.753891,-0.214345,16,25
26,-0.766224,0.639545,0.21587,16,26
27,-0.825808,0.581128,0.239441,16,27
28,-0.817182,0.590596,0.218565,16,28
29,-0.837458,0.571118,0.219637,16,29
30,-0.629677,0.794615,-0.204534,16,30
31,-0.562329,0.860984,-0.237045,16,31
32,-0.670881,0.730151,0.227763,16,32
33,-0.638749,0.759681,0.249146,16,33
34,-0.545006,0.863413,0.007677,16,34
35,-0.535979,0.872122,0.006557,16,35
36,-0.80623,0.6136,0.002189,16,36
37,-0.854204,0.571592,-0.065715,16,37
38,-0.857137,0.564651,0.005716,16,38
39,-0.866308,0.555833,0.006351,16,39
40,-0.877509,0.548955,-0.060153,16,40
41,-0.886853,0.541756,-0.090366,16,41
42,-0.584782,0.835508,-0.16831,16,42
43,-0.581121,0.838843,-0.165355,16,43
44,-0.787179,0.640322,-0.144385,16,44
45,-0.791888,0.635889,-0.145686,16,45
46,-0.838291,0.591512,-0.146656,16,46
47,-0.852708,0.577745,-0.147296,16,47
48,-0.898354,0.532791,-0.125759,16,48
49,-0.899668,0.531772,-0.129896,16,49
50,-0.773964,0.648989,-0.075463,16,50
51,-0.773026,0.649604,-0.070572,16,51
52,-0.554655,0.84208,0.21672,16,52
53,-0.554018,0.842366,0.22232,16,53
54,-0.754507,0.646752,0.28523,16,54
55,-0.753217,0.647545,0.292867,16,55
56,-0.515583,0.884997,0.121581,16,56
57,-0.505776,0.894689,0.116376,16,57
0,-0.437835,0.736907,-0.519874,2,0
1,-0.455606,0.807917,-0.420986,2,1
2,-0.364558,0.726427,-0.586857,2,2
3,-0.226233,0.792957,-0.60912,2,3
4,-0.357969,0.683955,-0.643007,2,4
5,-0.350012,0.632668,-0.710812,2,5
6,-0.426202,0.785503,-0.469843,2,6
7,-0.418898,0.816013,-0.438433,2,7
8,-0.483238,0.78509,-0.42805,2,8
9,-0.56476,0.784499,-0.368316,2,9
10,-0.486034,0.656499,-0.581188,2,10
11,-0.560419,0.606075,-0.586895,2,11
12,-0.549917,0.631697,-0.563757,2,12
13,-0.649433,0.593059,-0.536603,2,13
14,-0.37389,0.830483,-0.45434,2,14
15,-0.275579,0.915014,-0.425206,2,15
16,-0.591047,0.582182,-0.593025,2,16
17,-0.604779,0.56565,-0.602796,2,17
18,-0.590237,0.537368,-0.647716,2,18
19,-0.588998,0.468835,-0.731355,2,19
20,-0.539273,0.528706,-0.695961,2,20
21,-0.512711,0.524192,-0.721104,2,21
22,-0.365419,0.636437,-0.694838,2,22
23,-0.374843,0.576333,-0.760397,2,23
24,-0.601778,0.488794,-0.697789,2,24
25,-0.602891,0.484108,-0.702619,2,25
26,-0.309145,0.635542,-0.737645,2,26
27,-0.285987,0.635173,-0.755261,2,27
28,-0.297073,0.71985,-0.644835,2,28
29,-0.280148,0.729826,-0.645343,2,29
30,-0.24651,0.667357,-0.745686,2,30
31,-0.223646,0.678971,-0.748622,2,31
32,-0.323297,0.775911,-0.557723,2,32
33,-0.304555,0.798388,-0.54449,2,33
34,-0.457317,0.626657,-0.638502,2,34
35,-0.45559,0.624861,-0.64195,2,35
36,-0.396923,0.864174,-0.396596,2,36
37,-0.398646,0.866694,-0.392277,2,37
38,-0.546363,0.769188,-0.400437,2,38
39,-0.656994,0.74132,-0.352044,2,39
40,-0.475545,0.555412,-0.71098,2,40
41,-0.451643,0.565428,-0.716613,2,41
42,-0.185718,0.675565,-0.780856,2,42
43,-0.17421,0.677118,-0.787514,2,43
44,-0.311587,0.863259,-0.460976,2,44
45,-0.287319,0.876026,-0.463561,2,45
46,-0.235409,0.754189,-0.649111,2,46
47,-0.227311,0.758698,-0.649672,2,47
48,-0.591583,0.720833,-0.425273,2,48
49,-0.632252,0.677345,-0.447609,2,49
50,-0.628548,0.670564,-0.458539,2,50
51,-0.660832,0.62666,-0.487593,2,51
52,-0.268374,0.818996,-0.546443,2,52
53,-0.241147,0.840355,-0.540851,2,53
54,-0.644618,0.726695,-0.378873,2,54
55,-0.653732,0.727702,-0.370899,2,55
56,-0.506128,0.734631,-0.471982,2,56
57,-0.506742,0.733279,-0.473159,2,57
0,0.564624,-0.526533,0.639502,26,0
1,0.648398,-0.523275,0.579612,26,1
2,0.58727,-0.570198,0.588704,26,2
3,0.620505,-0.634282,0.514153,26,3
4,0.4931,-0.479494,0.729341,26,4
5,0.466005,-0.384346,0.823451,26,5
6,0.433048,-0.491655,0.764639,26,6
7,0.286063,-0.521419,0.851036,26,7
8,0.38628,-0.472736,0.814185,26,8
9,0.343908,-0.455596,0.859073,26,9
10,0.645268,-0.566412,0.54843,26,10
11,0.699432,-0.562876,0.510819,26,11
12,0.339901,-0.525703,0.807592,26,12
13,0.331506,-0.535291,0.806398,26,13
14,0.326271,-0.585048,0.771642,26,14
15,0.307207,-0.668057,0.721357,26,15
16,0.537635,-0.4253,0.73826,26,16
17,0.666706,-0.268239,0.76411,26,17
18,0.598482,-0.406487,0.707539,26,18
19,0.704679,-0.373651,0.65392,26,19
20,0.622052,-0.487109,0.62734,26,20
21,0.65777,-0.462589,0.619776,26,21
22,0.574756,-0.629365,0.552061,26,22
23,0.563066,-0.684639,0.517829,26,23
24,0.691158,-0.513102,0.555654,26,24
25,0.710883,-0.490187,0.558759,26,25
26,0.340508,-0.452392,0.864095,26,26
27,0.323884,-0.445003,0.882223,26,27
28,0.515983,-0.635813,0.590845,26,28
29,0.484243,-0.639295,0.61179,26,29
30,0.513886,-0.692376,0.548463,26,30
31,0.513504,-0.70268,0.540742,26,31
32,0.515841,-0.381021,0.7889,26,32
33,0.502117,-0.353136,0.820791,26,33
34,0.279855,-0.537832,0.84291,26,34
35,0.279455,-0.537912,0.843145,26,35
36,0.568162,-0.3335,0.786835,26,36
37,0.607243,-0.298004,0.785292,26,37
38,0.461665,-0.740013,0.550364,26,38
39,0.418096,-0.779756,0.551951,26,39
40,0.458653,-0.637568,0.632198,26,40
41,0.413003,-0.638966,0.665127,26,41
42,0.700629,-0.454522,0.594108,26,42
43,0.704746,-0.42906,0.610823,26,43
44,0.447854,-0.563137,0.698071,26,44
45,0.444225,-0.565242,0.69914,26,45
46,0.400757,-0.763923,0.577171,26,46
47,0.352166,-0.782999,0.598558,26,47
48,0.413318,-0.691252,0.624271,26,48
49,0.409758,-0.695467,0.623649,26,49
50,0.455727,-0.393542,0.823964,26,50
51,0.445582,-0.395656,0.829882,26,51
52,0.62312,-0.289527,0.780047,26,52
53,0.626479,-0.28684,0.779633,26,53
54,0.35253,-0.709211,0.655613,26,54
55,0.329039,-0.716151,0.667725,26,55
56,0.334982,-0.662071,0.705311,26,56
57,0.334503,-0.660785,0.706667,26,57
58,0.695343,-0.400802,0.639783,26,58
59,0.693886,-0.385992,0.652375,26,59
60,0.394697,-0.548896,0.748743,26,60
61,0.393417,-0.550807,0.748213,26,61
0,0.371311,0.328825,0.871207,49,0
1,0.271287,0.403759,0.895895,49,1
2,0.466359,0.33401,0.82216,49,2
3,0.496239,0.369368,0.795443,49,3
4,0.309838,0.319574,0.904905,49,4
5,0.295269,0.317381,0.912891,49,5
6,0.416093,0.222745,0.88445,49,6
7,0.387312,0.049876,0.956681,49,7
8,0.460459,0.401658,0.802437,49,8
9,0.455365,0.46007,0.785407,49,9
10,0.295591,0.387073,0.889387,49,10
11,0.271501,0.5012,0.863149,49,11
12,0.35231,0.237099,0.91139,49,12
13,0.345187,0.238702,0.914399,49,13
14,0.529615,0.334348,0.79056,49,14
15,0.534157,0.334372,0.788291,49,15
16,0.576266,0.281496,0.785043,49,16
17,0.645714,0.202816,0.77683,49,17
18,0.417247,0.457559,0.805221,49,18
19,0.416104,0.459037,0.805295,49,19
20,0.406166,0.157997,0.911079,49,20
21,0.398257,0.106412,0.932295,49,21
22,0.376563,0.103003,0.944235,49,22
23,0.375589,0.101195,0.945325,49,23
24,0.468395,0.133237,0.888398,49,24
25,0.527711,0.109636,0.866778,49,25
26,0.615727,0.22282,0.785055,49,26
27,0.668862,0.143811,0.785072,49,27
28,0.499444,0.187197,0.854868,49,28
29,0.514526,0.213408,0.838581,49,29
30,0.313848,0.125497,0.967918,49,30
31,0.290241,0.133964,0.976832,49,31
32,0.65492,0.163966,0.785261,49,32
33,0.675023,0.133777,0.785366,49,33
34,0.59767,0.142678,0.820888,49,34
35,0.580627,0.136341,0.831494,49,35
36,0.497578,0.45069,0.767537,49,36
37,0.545833,0.514431,0.722166,49,37
38,0.312524,0.058661,0.990964,49,38
39,0.31209,0.036753,0.998518,49,39
40,0.558303,0.462598,0.733321,49,40
41,0.583346,0.467508,0.719212,49,41
42,0.577765,0.523549,0.703218,49,42
43,0.586326,0.55036,0.689976,49,43
44,0.665644,0.096258,0.802602,49,44
45,0.666344,0.091839,0.803734,49,45
46,0.288366,0.246171,0.94018,49,46
47,0.276155,0.247904,0.945678,49,47
48,0.517315,0.264354,0.820128,49,48
49,0.512085,0.262833,0.823241,49,49
50,0.234102,0.4147,0.910739,49,50
51,0.171355,0.442892,0.932529,49,51
52,0.508471,0.515126,0.740531,49,52
53,0.508507,0.515336,0.740443,49,53
54,0.228979,0.279937,0.95843,49,54
55,0.207858,0.291946,0.96492,49,55
56,0.315842,0.447635,0.85902,49,56
57,0.324255,0.472793,0.846406,49,57
58,0.374009,0.513439,0.808026,49,58
59,0.367636,0.521675,0.808439,49,59
60,0.456762,0.06905,0.915688,49,60
61,0.45387,0.053092,0.922474,49,61
0,0.692962,-0.078035,0.720218,31,0
1,0.775531,-0.029092,0.657343,31,1
2,0.664067,-0.022221,0.75262,31,2
3,0.64463,0.015323,0.774416,31,3
4,0.611948,-0.009128,0.798579,31,4
5,0.538799,0.009248,0.863082,31,5
6,0.704897,0.028653,0.725331,31,6
7,0.754241,0.090136,0.692351,31,7
8,0.727467,-0.127948,0.683912,31,8
9,0.732189,-0.134779,0.678943,31,9
10,0.559273,-0.031893,0.839896,31,10
11,0.397856,-0.101653,0.96651,31,11
12,0.506265,-0.052815,0.881758,31,12
13,0.414085,-0.089197,0.954555,31,13
14,0.681586,0.089098,0.753668,31,14
15,0.65715,0.152461,0.783373,31,15
16,0.77361,-0.159234,0.640415,31,16
17,0.821827,-0.191927,0.594963,31,17
18,0.53788,0.029899,0.866804,31,18
19,0.530317,0.051743,0.876316,31,19
20,0.597084,-0.152555,0.790707,31,20
21,0.573809,-0.175501,0.807127,31,21
22,0.743228,-0.220801,0.657341,31,22
23,0.690594,-0.327463,0.686664,31,23
24,0.468549,-0.107555,0.905862,31,24
25,0.436601,-0.153924,0.926279,31,25
26,0.756734,0.0143,0.67943,31,26
27,0.819704,-0.003136,0.623673,31,27
28,0.51621,-0.135276,0.861589,31,28
29,0.517739,-0.136165,0.860169,31,29
30,0.807803,-0.100872,0.619808,31,30
31,0.812335,-0.093136,0.617077,31,31
32,0.854196,-0.131599,0.576179,31,32
33,0.859555,-0.135149,0.571139,31,33
34,0.694467,-0.257151,0.69341,31,34
35,0.646871,-0.292632,0.728618,31,35
36,0.568386,-0.215336,0.806036,31,36
37,0.534832,-0.288737,0.823958,31,37
38,0.843538,-0.201496,0.575231,31,38
39,0.843073,-0.204543,0.57519,31,39
40,0.538268,-0.277101,0.82271,31,40
41,0.527701,-0.298772,0.82856,31,41
42,0.44298,-0.172304,0.918263,31,42
43,0.441637,-0.175704,0.918914,31,43
44,0.663783,0.153114,0.777855,31,44
45,0.651918,0.19578,0.793976,31,45
46,0.546992,-0.34516,0.805627,31,46
47,0.551244,-0.378327,0.797302,31,47
48,0.6222,-0.217413,0.760213,31,48
49,0.629374,-0.21769,0.754104,31,49
0,0.553508,-0.28883,0.784351,42,0
1,0.54755,-0.137244,0.859644,42,1
2,0.614764,-0.334631,0.717696,42,2
3,0.663594,-0.3201,0.688433,42,3
4,0.532346,-0.417459,0.739821,42,4
5,0.52891,-0.426952,0.737919,42,5
6,0.489481,-0.385784,0.786289,42,6
7,0.4711,-0.372202,0.806215,42,7
8,0.526656,-0.482823,0.713454,42,8
9,0.514286,-0.624934,0.656127,42,9
10,0.669361,-0.342874,0.673523,42,10
11,0.756723,-0.356063,0.602842,42,11
12,0.554766,-0.224436,0.813537,42,12
13,0.556521,-0.134608,0.854252,42,13
14,0.671508,-0.406275,0.642287,42,14
15,0.672726,-0.442251,0.624562,42,15
16,0.713662,-0.288228,0.666366,42,16
17,0.742251,-0.252963,0.661746,42,17
18,0.498373,-0.222369,0.856147,42,18
19,0.44513,-0.220418,0.896378,42,19
20,0.507776,-0.156478,0.88002,42,20
21,0.509614,-0.1436,0.884685,42,21
22,0.449481,-0.200678,0.902397,42,22
23,0.442423,-0.197547,0.909073,42,23
24,0.607477,-0.181167,0.794848,42,24
25,0.667985,-0.131499,0.773394,42,25
26,0.442951,-0.359838,0.832784,42,26
27,0.430037,-0.352637,0.845688,42,27
28,0.620811,-0.115007,0.815943,42,28
29,0.62858,-0.076461,0.828233,42,29
30,0.521426,-0.548103,0.686786,42,30
31,0.51841,-0.585754,0.671405,42,31
32,0.723071,-0.422401,0.596668,42,32
33,0.773682,-0.438229,0.551891,42,33
34,0.651776,-0.472201,0.626026,42,34
35,0.651597,-0.472798,0.625879,42,35
36,0.448809,-0.270839,0.87008,42,36
37,0.438844,-0.280584,0.872882,42,37
38,0.760567,-0.313532,0.619894,42,38
39,0.771958,-0.319677,0.608609,42,39
40,0.569448,-0.571424,0.640418,42,40
41,0.57714,-0.57516,0.63299,42,41
42,0.402526,-0.417789,0.835534,42,42
43,0.37176,-0.461892,0.837627,42,43
44,0.629855,-0.234054,0.753589,42,44
45,0.634327,-0.244622,0.745345,42,45
46,0.643117,-0.049426,0.830141,42,46
47,0.64466,-0.044892,0.831123,42,47
48,0.674261,-0.126499,0.771098,42,48
49,0.716126,-0.1355,0.735973,42,49
50,0.38002,-0.364996,0.876843,42,50
51,0.377858,-0.359924,0.880812,42,51
52,0.584807,-0.457046,0.682567,42,52
53,0.587403,-0.455896,0.681188,42,53
54,0.468662,-0.534841,0.731953,42,54
55,0.467295,-0.534498,0.733122,42,55
56,0.409912,-0.553318,0.766696,42,56
57,0.406202,-0.554485,0.768889,42,57
58,0.335836,-0.33528,0.923369,42,58
59,0.323362,-0.326891,0.936503,42,59
0,-0.087563,-0.627514,0.77689,39,0
1,0.069597,-0.638617,0.800131,39,1
2,-0.080374,-0.573639,0.822121,39,2
3,-0.073257,-0.520297,0.866905,39,3
4,-0.011273,-0.57267,0.837092,39,4
5,0.061209,-0.571654,0.852795,39,5
6,-0.084672,-0.682646,0.732708,39,6
7,-0.078794,-0.79472,0.642891,39,7
8,-0.014758,-0.5175,0.881184,39,8
9,-0.016777,-0.485552,0.906717,39,9
10,-0.144279,-0.705251,0.702114,39,10
11,-0.183223,-0.720021,0.682125,39,11
12,-0.213848,-0.693524,0.697359,39,12
13,-0.239246,-0.689242,0.695623,39,13
14,-0.028947,-0.721322,0.712734,39,14
15,0.09933,-0.810355,0.666754,39,15
16,-0.278537,-0.666355,0.706147,39,16
17,-0.314462,-0.651267,0.711027,39,17
18,-0.341291,-0.684127,0.678832,39,18
19,-0.370784,-0.692479,0.665995,39,19
20,-0.342631,-0.73887,0.634096,39,20
21,-0.343425,-0.771288,0.607605,39,21
22,0.016016,-0.767834,0.684187,39,22
23,0.057069,-0.810302,0.658123,39,23
24,-0.137501,-0.536335,0.840693,39,24
25,-0.232337,-0.474407,0.871523,39,25
26,-0.294594,-0.611325,0.747545,39,26
27,-0.308326,-0.564263,0.782948,39,27
28,-0.291245,-0.556836,0.792486,39,28
29,-0.289123,-0.522306,0.820966,39,29
30,-0.352238,-0.523982,0.80665,39,30
31,-0.419286,-0.487867,0.822219,39,31
32,-0.017202,-0.4624,0.925433,39,32
33,-0.018069,-0.442842,0.941139,39,33
34,-0.342324,-0.470646,0.852003,39,34
35,-0.33526,-0.432639,0.884321,39,35
36,-0.363784,-0.596959,0.74501,39,36
37,-0.364988,-0.596709,0.744966,39,37
38,-0.259596,-0.730397,0.658022,39,38
39,-0.262317,-0.732589,0.655683,39,39
40,0.058794,-0.728748,0.724712,39,40
41,0.098276,-0.692674,0.762114,39,41
42,-0.254234,-0.514009,0.834866,39,42
43,-0.243627,-0.501735,0.847011,39,43
44,0.04396,-0.611802,0.816647,39,44
45,0.056239,-0.620502,0.812102,39,45
46,-0.038765,-0.796371,0.649767,39,46
47,-0.057914,-0.806346,0.637735,39,47
48,-0.317596,-0.792625,0.595577,39,48
49,-0.307636,-0.81401,0.580254,39,49
50,-0.08626,-0.447325,0.923502,39,50
51,-0.138918,-0.435829,0.92203,39,51
0,0.565429,0.664916,-0.493129,1,0
1,0.611802,0.641415,-0.479358,1,1
2,0.463481,0.684073,-0.567652,1,2
3,0.41575,0.670395,-0.633368,1,3
4,0.616865,0.663256,-0.444635,1,4
5,0.644696,0.662358,-0.418395,1,5
6,0.480035,0.63598,-0.616775,1,6
7,0.499738,0.578739,-0.675241,1,7
8,0.540138,0.60032,-0.606003,1,8
9,0.588866,0.57141,-0.59727,1,9
10,0.580615,0.714012,-0.411322,1,10
11,0.544888,0.764037,-0.37849,1,11
12,0.589611,0.552493,-0.622281,1,12
13,0.631209,0.512278,-0.635968,1,13
14,0.648546,0.535681,-0.587009,1,14
15,0.704077,0.519841,-0.553774,1,15
16,0.663604,0.668187,-0.391804,1,16
17,0.698066,0.671823,-0.35285,1,17
18,0.433945,0.630223,-0.67009,1,18
19,0.425901,0.629218,-0.679394,1,19
20,0.641221,0.717678,-0.34653,1,20
21,0.638413,0.723887,-0.340851,1,21
22,0.53807,0.764072,-0.38517,1,22
23,0.469881,0.844304,-0.343256,1,23
24,0.462852,0.579735,-0.710282,1,24
25,0.478477,0.552447,-0.732005,1,25
26,0.703426,0.528188,-0.543055,1,26
27,0.717521,0.526264,-0.531766,1,27
28,0.506606,0.814766,-0.34722,1,28
29,0.503491,0.819784,-0.343463,1,29
30,0.454441,0.743374,-0.49586,1,30
31,0.414995,0.780881,-0.483735,1,31
32,0.63732,0.761296,-0.291013,1,32
33,0.633867,0.799912,-0.241862,1,33
34,0.405842,0.725016,-0.568803,1,34
35,0.383044,0.74121,-0.569258,1,35
36,0.44862,0.828961,-0.385116,1,36
37,0.420374,0.835877,-0.403576,1,37
38,0.355194,0.772242,-0.554502,1,38
39,0.319491,0.805533,-0.544422,1,39
40,0.335998,0.821024,-0.507049,1,40
41,0.335149,0.823183,-0.504948,1,41
42,0.697734,0.617403,-0.427245,1,42
43,0.715922,0.590341,-0.446131,1,43
44,0.384983,0.695489,-0.629573,1,44
45,0.380955,0.689788,-0.641307,1,45
46,0.389341,0.84685,-0.419262,1,46
47,0.384065,0.848442,-0.422302,1,47
48,0.413383,0.793692,-0.46789,1,48
49,0.412983,0.794182,-0.467618,1,49
50,0.601867,0.614167,-0.526246,1,50
51,0.606671,0.607476,-0.530612,1,51
52,0.644881,0.799281,-0.231852,1,52
53,0.647388,0.811877,-0.212235,1,53
54,0.36088,0.66837,-0.690266,1,54
55,0.355026,0.661784,-0.705007,1,55
0,0.20955,-0.524168,-0.828455,44,0
1,0.23609,-0.436866,-0.886194,44,1
2,0.222133,-0.629246,-0.748136,44,2
3,0.284628,-0.729173,-0.659472,44,3
4,0.291441,-0.624023,-0.73513,44,4
5,0.435181,-0.61319,-0.708158,44,5
6,0.242205,-0.470113,-0.860262,44,6
7,0.283127,-0.402376,-0.900121,44,7
8,0.181383,-0.449743,-0.890023,44,8
9,0.083598,-0.416995,-0.937869,44,9
10,0.120854,-0.484624,-0.879088,44,10
11,0.026726,-0.538868,-0.862082,44,11
12,0.360066,-0.607611,-0.730518,44,12
13,0.384692,-0.601721,-0.728863,44,13
14,0.065645,-0.525542,-0.862421,44,14
15,-0.116179,-0.660298,-0.807532,44,15
16,0.294374,-0.6806,-0.692818,44,16
17,0.297854,-0.747707,-0.642631,44,17
18,-0.002501,-0.522698,-0.881076,44,18
19,-0.024578,-0.521776,-0.887119,44,19
20,0.404071,-0.558457,-0.755963,44,20
21,0.454247,-0.502412,-0.784976,44,21
22,0.194916,-0.684807,-0.713898,44,22
23,0.18432,-0.706438,-0.700569,44,23
24,-0.021416,-0.579703,-0.843758,44,24
25,-0.063184,-0.705583,-0.761355,44,25
26,0.363753,-0.673702,-0.681027,44,26
27,0.374987,-0.672585,-0.679117,44,27
28,0.152175,-0.401455,-0.932627,44,28
29,0.143776,-0.387569,-0.944878,44,29
30,0.207958,-0.739248,-0.6707,44,30
